@ GetLLMVersion %s "V3.0.0 Dev"
@ Command %s "/afs/cern.ch/eng/sl/lintrack/miniconda2/bin/python '/afs/cern.ch/eng/sl/lintrack/Beta-Beat.src/GetLLM/GetLLM.py' '--accel=LHCB1' '--model=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB1/b1_30cm_forlocal_2022/twiss.dat' '--files=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_45_02_462-1_6600/Beam1@Turn@2022_04_27@22_45_02_462.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_47_00_319-1_6600/Beam1@Turn@2022_04_27@22_47_00_319.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_48_29_082-1_6600/Beam1@Turn@2022_04_27@22_48_29_082.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_50_43_853-1_6600/Beam1@Turn@2022_04_27@22_50_43_853.sdds.clean,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_52_01_475-1_6600/Beam1@Turn@2022_04_27@22_52_01_475.sdds.clean' '--output=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Results/b1_30cm_beforeKmod' '--tbtana=SUSSIX' '--bpmu=mm' '--useerrorofmean=false' '--lhcphase=0' '--errordefs=/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/models/LHCB1/b1_30cm_forlocal_2022/error_deff.txt' '--calibration=/afs/cern.ch/eng/sl/lintrack/LHC_commissioning2017/Calibration_factors_2017/Calibration_factors_2017_beam1' '--range=11'"
@ CWD %s "/nfs/cs-ccr-nfsop/nfs2/vol1/u1/lhcop"
@ Date %s "28. April 2022, 01:17:57"
@ Q1 %le 0.27998806745173926
@ MUX %le 63.27998806745176
@ Q2 %le 0.30998589849523894
@ MUY %le 60.30998589849529
@ FILES %s "/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_45_02_462-1_6600/Beam1@Turn@2022_04_27@22_45_02_462.sdds.clean_liny,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_47_00_319-1_6600/Beam1@Turn@2022_04_27@22_47_00_319.sdds.clean_liny,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_48_29_082-1_6600/Beam1@Turn@2022_04_27@22_48_29_082.sdds.clean_liny,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_50_43_853-1_6600/Beam1@Turn@2022_04_27@22_50_43_853.sdds.clean_liny,/user/slops/data/LHC_DATA/OP_DATA/Betabeat/2022-04-27/LHCB1/Measurements/Beam1@Turn@2022_04_27@22_52_01_475-1_6600/Beam1@Turn@2022_04_27@22_52_01_475.sdds.clean_liny"
*                 NAME                NAME2                    S                   S1                COUNT               PHASEY               STDPHY               PHYMDL               MUYMDL
$                   %s                   %s                  %le                  %le                  %le                  %le                  %le                  %le                  %le
         "BPM.22L2.B1"        "BPM.21L2.B1"             25824.46           25877.9107                    5     0.05976038000001   0.0006394498389447           0.06814117          58.35578036
         "BPM.21L2.B1"        "BPM.20L2.B1"             25877.91          25931.36219                    5           0.10169663   0.0008520865611015           0.19857577          58.42392153
         "BPM.20L2.B1"        "BPM.19L2.B1"             25931.36          25984.81367                    5           0.18323538   0.0007254643430769           0.15400848           58.6224973
         "BPM.19L2.B1"        "BPM.18L2.B1"             25984.81          26038.26515                    5          0.155398004   0.0003934267683172           0.07927458          58.77650578
         "BPM.18L2.B1"        "BPM.17L2.B1"             26038.27          26091.71664                    5     0.06021667840001    0.001253392391653           0.06814117          58.85578036
         "BPM.17L2.B1"        "BPM.16L2.B1"             26091.72          26145.16812                    5         0.1032330196   0.0008097438413072           0.19857577          58.92392153
         "BPM.16L2.B1"        "BPM.15L2.B1"             26145.17          26198.61961                    5          0.185677638    0.002435913394088           0.15400848           59.1224973
         "BPM.15L2.B1"        "BPM.14L2.B1"             26198.62          26252.07109                    5           0.15204857    0.002255558605379           0.07927458          59.27650578
         "BPM.14L2.B1"        "BPM.13L2.B1"             26252.07          26305.52257                    5     0.05989432000001   0.0007086165030044           0.06814117          59.35578036
         "BPM.13L2.B1"        "BPM.12L2.B1"             26305.52          26358.97406                    5          0.101416532   0.0008478028305991           0.19434022          59.42392153
         "BPM.12L2.B1"        "BPM.11L2.B1"             26358.97          26412.42554                    5          0.204164068    0.001408593449251             0.165221          59.61826175
         "BPM.11L2.B1"        "BPM.10L2.B1"             26412.43          26464.26623                    5          0.145903124    0.001080313692502           0.08355264          59.78348275
         "BPM.10L2.B1"         "BPM.9L2.B1"             26464.27          26503.33322                    5          0.038162368   0.0007477080284129           0.04169478          59.86703539
          "BPM.9L2.B1"         "BPM.8L2.B1"             26503.33          26543.79821                    5     0.07469500200001   0.0009449037343139           0.13375353          59.90873017
          "BPM.8L2.B1"         "BPM.7L2.B1"              26543.8           26582.8662                    5          0.068973954    0.002528615188771           0.13115247           60.0424837
          "BPM.7L2.B1"        "BPMR.6L2.B1"             26582.87           26614.9722                    5          0.072686458    0.001712650039589           0.06252703          60.17363617
         "BPMR.6L2.B1"       "BPMYB.5L2.B1"             26614.97               28.288                    5      0.3046707813952    0.002243847387989      0.2026376911952           60.2361632
